Fecha,Date,Day Week,Day Month,Week of Month,Week of Year,Week of Year ISO,Week ID ISO,Month of Year,Month name,Quarter No,Quarter,Year,Year-Month,Year-Week,Year-Month ISO,Year-Week ISO,Year_ISO
2015-05-13,05-13-2015,03,13,02,20,20,72,05,May,02,Q02,2015,201505,201520,201505,201520,2015
2015-05-14,05-14-2015,04,14,02,20,20,72,05,May,02,Q02,2015,201505,201520,201505,201520,2015
2015-05-15,05-15-2015,05,15,03,20,20,72,05,May,02,Q02,2015,201505,201520,201505,201520,2015
2015-05-16,05-16-2015,06,16,03,20,20,72,05,May,02,Q02,2015,201505,201520,201505,201520,2015
2015-05-17,05-17-2015,07,17,03,21,20,72,05,May,02,Q02,2015,201505,201521,201505,201520,2015
2015-05-18,05-18-2015,01,18,03,21,21,72,05,May,02,Q02,2015,201505,201521,201505,201521,2015
2015-05-19,05-19-2015,02,19,03,21,21,72,05,May,02,Q02,2015,201505,201521,201505,201521,2015
2015-05-20,05-20-2015,03,20,03,21,21,73,05,May,02,Q02,2015,201505,201521,201505,201521,2015
2015-05-21,05-21-2015,04,21,03,21,21,73,05,May,02,Q02,2015,201505,201521,201505,201521,2015
2015-05-22,05-22-2015,05,22,04,21,21,73,05,May,02,Q02,2015,201505,201521,201505,201521,2015
2015-05-23,05-23-2015,06,23,04,21,21,73,05,May,02,Q02,2015,201505,201521,201505,201521,2015
2015-05-24,05-24-2015,07,24,04,22,21,73,05,May,02,Q02,2015,201505,201522,201505,201521,2015
2015-05-25,05-25-2015,01,25,04,22,22,73,05,May,02,Q02,2015,201505,201522,201505,201522,2015
2015-05-26,05-26-2015,02,26,04,22,22,73,05,May,02,Q02,2015,201505,201522,201505,201522,2015
2015-05-27,05-27-2015,03,27,04,22,22,74,05,May,02,Q02,2015,201505,201522,201505,201522,2015
2015-05-28,05-28-2015,04,28,04,22,22,74,05,May,02,Q02,2015,201505,201522,201505,201522,2015
2015-05-29,05-29-2015,05,29,05,22,22,74,05,May,02,Q02,2015,201505,201522,201505,201522,2015
2015-05-30,05-30-2015,06,30,05,22,22,74,05,May,02,Q02,2015,201505,201522,201505,201522,2015
2015-05-31,05-31-2015,07,31,05,23,22,74,05,May,02,Q02,2015,201505,201523,201505,201522,2015
2015-06-01,06-01-2015,01,01,01,23,23,74,06,June,02,Q02,2015,201506,201523,201506,201523,2015
2015-06-02,06-02-2015,02,02,01,23,23,74,06,June,02,Q02,2015,201506,201523,201506,201523,2015
2015-06-03,06-03-2015,03,03,01,23,23,75,06,June,02,Q02,2015,201506,201523,201506,201523,2015
2015-06-04,06-04-2015,04,04,01,23,23,75,06,June,02,Q02,2015,201506,201523,201506,201523,2015
2015-06-05,06-05-2015,05,05,01,23,23,75,06,June,02,Q02,2015,201506,201523,201506,201523,2015
2015-06-06,06-06-2015,06,06,01,23,23,75,06,June,02,Q02,2015,201506,201523,201506,201523,2015
2015-06-07,06-07-2015,07,07,01,24,23,75,06,June,02,Q02,2015,201506,201524,201506,201523,2015
2015-06-08,06-08-2015,01,08,02,24,24,75,06,June,02,Q02,2015,201506,201524,201506,201524,2015
2015-06-09,06-09-2015,02,09,02,24,24,75,06,June,02,Q02,2015,201506,201524,201506,201524,2015
2015-06-10,06-10-2015,03,10,02,24,24,76,06,June,02,Q02,2015,201506,201524,201506,201524,2015
2015-06-11,06-11-2015,04,11,02,24,24,76,06,June,02,Q02,2015,201506,201524,201506,201524,2015
2015-06-12,06-12-2015,05,12,02,24,24,76,06,June,02,Q02,2015,201506,201524,201506,201524,2015
2015-06-13,06-13-2015,06,13,02,24,24,76,06,June,02,Q02,2015,201506,201524,201506,201524,2015
2015-06-14,06-14-2015,07,14,02,25,24,76,06,June,02,Q02,2015,201506,201525,201506,201524,2015
2015-06-15,06-15-2015,01,15,03,25,25,76,06,June,02,Q02,2015,201506,201525,201506,201525,2015
2015-06-16,06-16-2015,02,16,03,25,25,76,06,June,02,Q02,2015,201506,201525,201506,201525,2015
2015-06-17,06-17-2015,03,17,03,25,25,77,06,June,02,Q02,2015,201506,201525,201506,201525,2015
2015-06-18,06-18-2015,04,18,03,25,25,77,06,June,02,Q02,2015,201506,201525,201506,201525,2015
2015-06-19,06-19-2015,05,19,03,25,25,77,06,June,02,Q02,2015,201506,201525,201506,201525,2015
2015-06-20,06-20-2015,06,20,03,25,25,77,06,June,02,Q02,2015,201506,201525,201506,201525,2015
2015-06-21,06-21-2015,07,21,03,26,25,77,06,June,02,Q02,2015,201506,201526,201506,201525,2015
2015-06-22,06-22-2015,01,22,04,26,26,77,06,June,02,Q02,2015,201506,201526,201506,201526,2015
2015-06-23,06-23-2015,02,23,04,26,26,77,06,June,02,Q02,2015,201506,201526,201506,201526,2015
2015-06-24,06-24-2015,03,24,04,26,26,78,06,June,02,Q02,2015,201506,201526,201506,201526,2015
2015-06-25,06-25-2015,04,25,04,26,26,78,06,June,02,Q02,2015,201506,201526,201506,201526,2015
2015-06-26,06-26-2015,05,26,04,26,26,78,06,June,02,Q02,2015,201506,201526,201506,201526,2015
2015-06-27,06-27-2015,06,27,04,26,26,78,06,June,02,Q02,2015,201506,201526,201506,201526,2015
2015-06-28,06-28-2015,07,28,04,27,26,78,06,June,02,Q02,2015,201506,201527,201506,201526,2015
2015-06-29,06-29-2015,01,29,05,27,27,78,06,June,02,Q02,2015,201506,201527,201506,201527,2015
2015-06-30,06-30-2015,02,30,05,27,27,78,06,June,02,Q02,2015,201506,201527,201506,201527,2015
2015-07-01,07-01-2015,03,01,01,27,27,79,07,July,03,Q03,2015,201507,201527,201507,201527,2015
2015-07-02,07-02-2015,04,02,01,27,27,79,07,July,03,Q03,2015,201507,201527,201507,201527,2015
2015-07-03,07-03-2015,05,03,01,27,27,79,07,July,03,Q03,2015,201507,201527,201507,201527,2015
2015-07-04,07-04-2015,06,04,01,27,27,79,07,July,03,Q03,2015,201507,201527,201507,201527,2015
2015-07-05,07-05-2015,07,05,01,28,27,79,07,July,03,Q03,2015,201507,201528,201507,201527,2015
2015-07-06,07-06-2015,01,06,01,28,28,79,07,July,03,Q03,2015,201507,201528,201507,201528,2015
2015-07-07,07-07-2015,02,07,01,28,28,79,07,July,03,Q03,2015,201507,201528,201507,201528,2015
2015-07-08,07-08-2015,03,08,02,28,28,80,07,July,03,Q03,2015,201507,201528,201507,201528,2015
2015-07-09,07-09-2015,04,09,02,28,28,80,07,July,03,Q03,2015,201507,201528,201507,201528,2015
2015-07-10,07-10-2015,05,10,02,28,28,80,07,July,03,Q03,2015,201507,201528,201507,201528,2015
2015-07-11,07-11-2015,06,11,02,28,28,80,07,July,03,Q03,2015,201507,201528,201507,201528,2015
2015-07-12,07-12-2015,07,12,02,29,28,80,07,July,03,Q03,2015,201507,201529,201507,201528,2015
2015-07-13,07-13-2015,01,13,02,29,29,80,07,July,03,Q03,2015,201507,201529,201507,201529,2015
2015-07-14,07-14-2015,02,14,02,29,29,80,07,July,03,Q03,2015,201507,201529,201507,201529,2015
2015-07-15,07-15-2015,03,15,03,29,29,81,07,July,03,Q03,2015,201507,201529,201507,201529,2015
2015-07-16,07-16-2015,04,16,03,29,29,81,07,July,03,Q03,2015,201507,201529,201507,201529,2015
2015-07-17,07-17-2015,05,17,03,29,29,81,07,July,03,Q03,2015,201507,201529,201507,201529,2015
2015-07-18,07-18-2015,06,18,03,29,29,81,07,July,03,Q03,2015,201507,201529,201507,201529,2015
2015-07-19,07-19-2015,07,19,03,30,29,81,07,July,03,Q03,2015,201507,201530,201507,201529,2015
2015-07-20,07-20-2015,01,20,03,30,30,81,07,July,03,Q03,2015,201507,201530,201507,201530,2015
2015-07-21,07-21-2015,02,21,03,30,30,81,07,July,03,Q03,2015,201507,201530,201507,201530,2015
2015-07-22,07-22-2015,03,22,04,30,30,82,07,July,03,Q03,2015,201507,201530,201507,201530,2015
2015-07-23,07-23-2015,04,23,04,30,30,82,07,July,03,Q03,2015,201507,201530,201507,201530,2015
2015-07-24,07-24-2015,05,24,04,30,30,82,07,July,03,Q03,2015,201507,201530,201507,201530,2015
2015-07-25,07-25-2015,06,25,04,30,30,82,07,July,03,Q03,2015,201507,201530,201507,201530,2015
2015-07-26,07-26-2015,07,26,04,31,30,82,07,July,03,Q03,2015,201507,201531,201507,201530,2015
2015-07-27,07-27-2015,01,27,04,31,31,82,07,July,03,Q03,2015,201507,201531,201507,201531,2015
2015-07-28,07-28-2015,02,28,04,31,31,82,07,July,03,Q03,2015,201507,201531,201507,201531,2015
2015-07-29,07-29-2015,03,29,05,31,31,83,07,July,03,Q03,2015,201507,201531,201507,201531,2015
2015-07-30,07-30-2015,04,30,05,31,31,83,07,July,03,Q03,2015,201507,201531,201507,201531,2015
2015-07-31,07-31-2015,05,31,05,31,31,83,07,July,03,Q03,2015,201507,201531,201507,201531,2015
2015-08-01,08-01-2015,06,01,01,31,31,83,08,August,03,Q03,2015,201508,201531,201508,201531,2015
2015-08-02,08-02-2015,07,02,01,32,31,83,08,August,03,Q03,2015,201508,201532,201508,201531,2015
2015-08-03,08-03-2015,01,03,01,32,32,83,08,August,03,Q03,2015,201508,201532,201508,201532,2015
2015-08-04,08-04-2015,02,04,01,32,32,83,08,August,03,Q03,2015,201508,201532,201508,201532,2015
2015-08-05,08-05-2015,03,05,01,32,32,84,08,August,03,Q03,2015,201508,201532,201508,201532,2015
2015-08-06,08-06-2015,04,06,01,32,32,84,08,August,03,Q03,2015,201508,201532,201508,201532,2015
2015-08-07,08-07-2015,05,07,01,32,32,84,08,August,03,Q03,2015,201508,201532,201508,201532,2015
2015-08-08,08-08-2015,06,08,02,32,32,84,08,August,03,Q03,2015,201508,201532,201508,201532,2015
2015-08-09,08-09-2015,07,09,02,33,32,84,08,August,03,Q03,2015,201508,201533,201508,201532,2015
2015-08-10,08-10-2015,01,10,02,33,33,84,08,August,03,Q03,2015,201508,201533,201508,201533,2015
2015-08-11,08-11-2015,02,11,02,33,33,84,08,August,03,Q03,2015,201508,201533,201508,201533,2015
2015-08-12,08-12-2015,03,12,02,33,33,85,08,August,03,Q03,2015,201508,201533,201508,201533,2015
2015-08-13,08-13-2015,04,13,02,33,33,85,08,August,03,Q03,2015,201508,201533,201508,201533,2015
2015-08-14,08-14-2015,05,14,02,33,33,85,08,August,03,Q03,2015,201508,201533,201508,201533,2015
2015-08-15,08-15-2015,06,15,03,33,33,85,08,August,03,Q03,2015,201508,201533,201508,201533,2015
2015-08-16,08-16-2015,07,16,03,34,33,85,08,August,03,Q03,2015,201508,201534,201508,201533,2015
2015-08-17,08-17-2015,01,17,03,34,34,85,08,August,03,Q03,2015,201508,201534,201508,201534,2015
2015-08-18,08-18-2015,02,18,03,34,34,85,08,August,03,Q03,2015,201508,201534,201508,201534,2015
2015-08-19,08-19-2015,03,19,03,34,34,86,08,August,03,Q03,2015,201508,201534,201508,201534,2015
2015-08-20,08-20-2015,04,20,03,34,34,86,08,August,03,Q03,2015,201508,201534,201508,201534,2015
2015-08-21,08-21-2015,05,21,03,34,34,86,08,August,03,Q03,2015,201508,201534,201508,201534,2015
2015-08-22,08-22-2015,06,22,04,34,34,86,08,August,03,Q03,2015,201508,201534,201508,201534,2015
2015-08-23,08-23-2015,07,23,04,35,34,86,08,August,03,Q03,2015,201508,201535,201508,201534,2015
2015-08-24,08-24-2015,01,24,04,35,35,86,08,August,03,Q03,2015,201508,201535,201508,201535,2015
2015-08-25,08-25-2015,02,25,04,35,35,86,08,August,03,Q03,2015,201508,201535,201508,201535,2015
2015-08-26,08-26-2015,03,26,04,35,35,87,08,August,03,Q03,2015,201508,201535,201508,201535,2015
2015-08-27,08-27-2015,04,27,04,35,35,87,08,August,03,Q03,2015,201508,201535,201508,201535,2015
2015-08-28,08-28-2015,05,28,04,35,35,87,08,August,03,Q03,2015,201508,201535,201508,201535,2015
2015-08-29,08-29-2015,06,29,05,35,35,87,08,August,03,Q03,2015,201508,201535,201508,201535,2015
2015-08-30,08-30-2015,07,30,05,36,35,87,08,August,03,Q03,2015,201508,201536,201508,201535,2015
2015-08-31,08-31-2015,01,31,05,36,36,87,08,August,03,Q03,2015,201508,201536,201508,201536,2015
2015-09-01,09-01-2015,02,01,01,36,36,87,09,September,03,Q03,2015,201509,201536,201509,201536,2015
2015-09-02,09-02-2015,03,02,01,36,36,88,09,September,03,Q03,2015,201509,201536,201509,201536,2015
2015-09-03,09-03-2015,04,03,01,36,36,88,09,September,03,Q03,2015,201509,201536,201509,201536,2015
2015-09-04,09-04-2015,05,04,01,36,36,88,09,September,03,Q03,2015,201509,201536,201509,201536,2015
2015-09-05,09-05-2015,06,05,01,36,36,88,09,September,03,Q03,2015,201509,201536,201509,201536,2015
2015-09-06,09-06-2015,07,06,01,37,36,88,09,September,03,Q03,2015,201509,201537,201509,201536,2015
2015-09-07,09-07-2015,01,07,01,37,37,88,09,September,03,Q03,2015,201509,201537,201509,201537,2015
2015-09-08,09-08-2015,02,08,02,37,37,88,09,September,03,Q03,2015,201509,201537,201509,201537,2015
2015-09-09,09-09-2015,03,09,02,37,37,89,09,September,03,Q03,2015,201509,201537,201509,201537,2015
2015-09-10,09-10-2015,04,10,02,37,37,89,09,September,03,Q03,2015,201509,201537,201509,201537,2015
2015-09-11,09-11-2015,05,11,02,37,37,89,09,September,03,Q03,2015,201509,201537,201509,201537,2015
2015-09-12,09-12-2015,06,12,02,37,37,89,09,September,03,Q03,2015,201509,201537,201509,201537,2015
2015-09-13,09-13-2015,07,13,02,38,37,89,09,September,03,Q03,2015,201509,201538,201509,201537,2015
2015-09-14,09-14-2015,01,14,02,38,38,89,09,September,03,Q03,2015,201509,201538,201509,201538,2015
2015-09-15,09-15-2015,02,15,03,38,38,89,09,September,03,Q03,2015,201509,201538,201509,201538,2015
2015-09-16,09-16-2015,03,16,03,38,38,90,09,September,03,Q03,2015,201509,201538,201509,201538,2015
2015-09-17,09-17-2015,04,17,03,38,38,90,09,September,03,Q03,2015,201509,201538,201509,201538,2015
2015-09-18,09-18-2015,05,18,03,38,38,90,09,September,03,Q03,2015,201509,201538,201509,201538,2015
2015-09-19,09-19-2015,06,19,03,38,38,90,09,September,03,Q03,2015,201509,201538,201509,201538,2015
2015-09-20,09-20-2015,07,20,03,39,38,90,09,September,03,Q03,2015,201509,201539,201509,201538,2015
2015-09-21,09-21-2015,01,21,03,39,39,90,09,September,03,Q03,2015,201509,201539,201509,201539,2015
2015-09-22,09-22-2015,02,22,04,39,39,90,09,September,03,Q03,2015,201509,201539,201509,201539,2015
2015-09-23,09-23-2015,03,23,04,39,39,91,09,September,03,Q03,2015,201509,201539,201509,201539,2015
2015-09-24,09-24-2015,04,24,04,39,39,91,09,September,03,Q03,2015,201509,201539,201509,201539,2015
2015-09-25,09-25-2015,05,25,04,39,39,91,09,September,03,Q03,2015,201509,201539,201509,201539,2015
2015-09-26,09-26-2015,06,26,04,39,39,91,09,September,03,Q03,2015,201509,201539,201509,201539,2015
2015-09-27,09-27-2015,07,27,04,40,39,91,09,September,03,Q03,2015,201509,201540,201509,201539,2015
2015-09-28,09-28-2015,01,28,04,40,40,91,09,September,03,Q03,2015,201509,201540,201509,201540,2015
2015-09-29,09-29-2015,02,29,05,40,40,91,09,September,03,Q03,2015,201509,201540,201509,201540,2015
2015-09-30,09-30-2015,03,30,05,40,40,92,09,September,03,Q03,2015,201509,201540,201509,201540,2015
2015-10-01,10-01-2015,04,01,01,40,40,92,10,October,04,Q04,2015,201510,201540,201510,201540,2015
2015-10-02,10-02-2015,05,02,01,40,40,92,10,October,04,Q04,2015,201510,201540,201510,201540,2015
2015-10-03,10-03-2015,06,03,01,40,40,92,10,October,04,Q04,2015,201510,201540,201510,201540,2015
2015-10-04,10-04-2015,07,04,01,41,40,92,10,October,04,Q04,2015,201510,201541,201510,201540,2015
2015-10-05,10-05-2015,01,05,01,41,41,92,10,October,04,Q04,2015,201510,201541,201510,201541,2015
2015-10-06,10-06-2015,02,06,01,41,41,92,10,October,04,Q04,2015,201510,201541,201510,201541,2015
2015-10-07,10-07-2015,03,07,01,41,41,93,10,October,04,Q04,2015,201510,201541,201510,201541,2015
2015-10-08,10-08-2015,04,08,02,41,41,93,10,October,04,Q04,2015,201510,201541,201510,201541,2015
2015-10-09,10-09-2015,05,09,02,41,41,93,10,October,04,Q04,2015,201510,201541,201510,201541,2015
2015-10-10,10-10-2015,06,10,02,41,41,93,10,October,04,Q04,2015,201510,201541,201510,201541,2015
2015-10-11,10-11-2015,07,11,02,42,41,93,10,October,04,Q04,2015,201510,201542,201510,201541,2015
2015-10-12,10-12-2015,01,12,02,42,42,93,10,October,04,Q04,2015,201510,201542,201510,201542,2015
2015-10-13,10-13-2015,02,13,02,42,42,93,10,October,04,Q04,2015,201510,201542,201510,201542,2015
2015-10-14,10-14-2015,03,14,02,42,42,94,10,October,04,Q04,2015,201510,201542,201510,201542,2015
2015-10-15,10-15-2015,04,15,03,42,42,94,10,October,04,Q04,2015,201510,201542,201510,201542,2015
2015-10-16,10-16-2015,05,16,03,42,42,94,10,October,04,Q04,2015,201510,201542,201510,201542,2015
2015-10-17,10-17-2015,06,17,03,42,42,94,10,October,04,Q04,2015,201510,201542,201510,201542,2015
2015-10-18,10-18-2015,07,18,03,43,42,94,10,October,04,Q04,2015,201510,201543,201510,201542,2015
2015-10-19,10-19-2015,01,19,03,43,43,94,10,October,04,Q04,2015,201510,201543,201510,201543,2015
2015-10-20,10-20-2015,02,20,03,43,43,94,10,October,04,Q04,2015,201510,201543,201510,201543,2015
2015-10-21,10-21-2015,03,21,03,43,43,95,10,October,04,Q04,2015,201510,201543,201510,201543,2015
2015-10-22,10-22-2015,04,22,04,43,43,95,10,October,04,Q04,2015,201510,201543,201510,201543,2015
2015-10-23,10-23-2015,05,23,04,43,43,95,10,October,04,Q04,2015,201510,201543,201510,201543,2015
2015-10-24,10-24-2015,06,24,04,43,43,95,10,October,04,Q04,2015,201510,201543,201510,201543,2015
2015-10-25,10-25-2015,07,25,04,44,43,95,10,October,04,Q04,2015,201510,201544,201510,201543,2015
2015-10-26,10-26-2015,01,26,04,44,44,95,10,October,04,Q04,2015,201510,201544,201510,201544,2015
2015-10-27,10-27-2015,02,27,04,44,44,95,10,October,04,Q04,2015,201510,201544,201510,201544,2015
2015-10-28,10-28-2015,03,28,04,44,44,96,10,October,04,Q04,2015,201510,201544,201510,201544,2015
2015-10-29,10-29-2015,04,29,05,44,44,96,10,October,04,Q04,2015,201510,201544,201510,201544,2015
2015-10-30,10-30-2015,05,30,05,44,44,96,10,October,04,Q04,2015,201510,201544,201510,201544,2015
2015-10-31,10-31-2015,06,31,05,44,44,96,10,October,04,Q04,2015,201510,201544,201510,201544,2015
2015-11-01,11-01-2015,07,01,01,45,44,96,11,November,04,Q04,2015,201511,201545,201511,201544,2015
2015-11-02,11-02-2015,01,02,01,45,45,96,11,November,04,Q04,2015,201511,201545,201511,201545,2015
2015-11-03,11-03-2015,02,03,01,45,45,96,11,November,04,Q04,2015,201511,201545,201511,201545,2015
2015-11-04,11-04-2015,03,04,01,45,45,97,11,November,04,Q04,2015,201511,201545,201511,201545,2015
2015-11-05,11-05-2015,04,05,01,45,45,97,11,November,04,Q04,2015,201511,201545,201511,201545,2015
2015-11-06,11-06-2015,05,06,01,45,45,97,11,November,04,Q04,2015,201511,201545,201511,201545,2015
2015-11-07,11-07-2015,06,07,01,45,45,97,11,November,04,Q04,2015,201511,201545,201511,201545,2015
2015-11-08,11-08-2015,07,08,02,46,45,97,11,November,04,Q04,2015,201511,201546,201511,201545,2015
2015-11-09,11-09-2015,01,09,02,46,46,97,11,November,04,Q04,2015,201511,201546,201511,201546,2015
2015-11-10,11-10-2015,02,10,02,46,46,97,11,November,04,Q04,2015,201511,201546,201511,201546,2015
2015-11-11,11-11-2015,03,11,02,46,46,98,11,November,04,Q04,2015,201511,201546,201511,201546,2015
2015-11-12,11-12-2015,04,12,02,46,46,98,11,November,04,Q04,2015,201511,201546,201511,201546,2015
2015-11-13,11-13-2015,05,13,02,46,46,98,11,November,04,Q04,2015,201511,201546,201511,201546,2015
2015-11-14,11-14-2015,06,14,02,46,46,98,11,November,04,Q04,2015,201511,201546,201511,201546,2015
2015-11-15,11-15-2015,07,15,03,47,46,98,11,November,04,Q04,2015,201511,201547,201511,201546,2015
2015-11-16,11-16-2015,01,16,03,47,47,98,11,November,04,Q04,2015,201511,201547,201511,201547,2015
2015-11-17,11-17-2015,02,17,03,47,47,98,11,November,04,Q04,2015,201511,201547,201511,201547,2015
2015-11-18,11-18-2015,03,18,03,47,47,99,11,November,04,Q04,2015,201511,201547,201511,201547,2015
2015-11-19,11-19-2015,04,19,03,47,47,99,11,November,04,Q04,2015,201511,201547,201511,201547,2015
2015-11-20,11-20-2015,05,20,03,47,47,99,11,November,04,Q04,2015,201511,201547,201511,201547,2015
2015-11-21,11-21-2015,06,21,03,47,47,99,11,November,04,Q04,2015,201511,201547,201511,201547,2015
2015-11-22,11-22-2015,07,22,04,48,47,99,11,November,04,Q04,2015,201511,201548,201511,201547,2015
2015-11-23,11-23-2015,01,23,04,48,48,99,11,November,04,Q04,2015,201511,201548,201511,201548,2015
2015-11-24,11-24-2015,02,24,04,48,48,99,11,November,04,Q04,2015,201511,201548,201511,201548,2015
2015-11-25,11-25-2015,03,25,04,48,48,100,11,November,04,Q04,2015,201511,201548,201511,201548,2015
2015-11-26,11-26-2015,04,26,04,48,48,100,11,November,04,Q04,2015,201511,201548,201511,201548,2015
2015-11-27,11-27-2015,05,27,04,48,48,100,11,November,04,Q04,2015,201511,201548,201511,201548,2015
2015-11-28,11-28-2015,06,28,04,48,48,100,11,November,04,Q04,2015,201511,201548,201511,201548,2015
2015-11-29,11-29-2015,07,29,05,49,48,100,11,November,04,Q04,2015,201511,201549,201511,201548,2015
2015-11-30,11-30-2015,01,30,05,49,49,100,11,November,04,Q04,2015,201511,201549,201511,201549,2015
2015-12-01,12-01-2015,02,01,01,49,49,100,12,December,04,Q04,2015,201512,201549,201512,201549,2015
2015-12-02,12-02-2015,03,02,01,49,49,101,12,December,04,Q04,2015,201512,201549,201512,201549,2015
2015-12-03,12-03-2015,04,03,01,49,49,101,12,December,04,Q04,2015,201512,201549,201512,201549,2015
2015-12-04,12-04-2015,05,04,01,49,49,101,12,December,04,Q04,2015,201512,201549,201512,201549,2015
2015-12-05,12-05-2015,06,05,01,49,49,101,12,December,04,Q04,2015,201512,201549,201512,201549,2015
2015-12-06,12-06-2015,07,06,01,50,49,101,12,December,04,Q04,2015,201512,201550,201512,201549,2015
2015-12-07,12-07-2015,01,07,01,50,50,101,12,December,04,Q04,2015,201512,201550,201512,201550,2015
2015-12-08,12-08-2015,02,08,02,50,50,101,12,December,04,Q04,2015,201512,201550,201512,201550,2015
2015-12-09,12-09-2015,03,09,02,50,50,102,12,December,04,Q04,2015,201512,201550,201512,201550,2015
2015-12-10,12-10-2015,04,10,02,50,50,102,12,December,04,Q04,2015,201512,201550,201512,201550,2015
2015-12-11,12-11-2015,05,11,02,50,50,102,12,December,04,Q04,2015,201512,201550,201512,201550,2015
2015-12-12,12-12-2015,06,12,02,50,50,102,12,December,04,Q04,2015,201512,201550,201512,201550,2015
2015-12-13,12-13-2015,07,13,02,51,50,102,12,December,04,Q04,2015,201512,201551,201512,201550,2015
2015-12-14,12-14-2015,01,14,02,51,51,102,12,December,04,Q04,2015,201512,201551,201512,201551,2015
2015-12-15,12-15-2015,02,15,03,51,51,102,12,December,04,Q04,2015,201512,201551,201512,201551,2015
2015-12-16,12-16-2015,03,16,03,51,51,103,12,December,04,Q04,2015,201512,201551,201512,201551,2015
2015-12-17,12-17-2015,04,17,03,51,51,103,12,December,04,Q04,2015,201512,201551,201512,201551,2015
2015-12-18,12-18-2015,05,18,03,51,51,103,12,December,04,Q04,2015,201512,201551,201512,201551,2015
2015-12-19,12-19-2015,06,19,03,51,51,103,12,December,04,Q04,2015,201512,201551,201512,201551,2015
2015-12-20,12-20-2015,07,20,03,52,51,103,12,December,04,Q04,2015,201512,201552,201512,201551,2015
2015-12-21,12-21-2015,01,21,03,52,52,103,12,December,04,Q04,2015,201512,201552,201512,201552,2015
2015-12-22,12-22-2015,02,22,04,52,52,103,12,December,04,Q04,2015,201512,201552,201512,201552,2015
2015-12-23,12-23-2015,03,23,04,52,52,104,12,December,04,Q04,2015,201512,201552,201512,201552,2015
2015-12-24,12-24-2015,04,24,04,52,52,104,12,December,04,Q04,2015,201512,201552,201512,201552,2015
2015-12-25,12-25-2015,05,25,04,52,52,104,12,December,04,Q04,2015,201512,201552,201512,201552,2015
2015-12-26,12-26-2015,06,26,04,52,52,104,12,December,04,Q04,2015,201512,201552,201512,201552,2015
2015-12-27,12-27-2015,07,27,04,53,52,104,12,December,04,Q04,2015,201512,201553,201512,201552,2015
2015-12-28,12-28-2015,01,28,04,53,53,104,12,December,04,Q04,2015,201512,201553,201512,201553,2015
2015-12-29,12-29-2015,02,29,05,53,53,104,12,December,04,Q04,2015,201512,201553,201512,201553,2015
2015-12-30,12-30-2015,03,30,05,53,53,105,12,December,04,Q04,2015,201512,201553,201512,201553,2015
2015-12-31,12-31-2015,04,31,05,53,53,105,12,December,04,Q04,2015,201512,201553,201512,201553,2015
2016-01-01,01-01-2016,05,01,01,01,53,105,01,January,01,Q01,2016,201601,201601,201512,201553,2015
2016-01-02,01-02-2016,06,02,01,01,53,105,01,January,01,Q01,2016,201601,201601,201512,201553,2015
2016-01-03,01-03-2016,07,03,01,02,53,105,01,January,01,Q01,2016,201601,201602,201512,201553,2015
2016-01-04,01-04-2016,01,04,01,02,01,105,01,January,01,Q01,2016,201601,201602,201601,201601,2016
2016-01-05,01-05-2016,02,05,01,02,01,105,01,January,01,Q01,2016,201601,201602,201601,201601,2016
2016-01-06,01-06-2016,03,06,01,02,01,106,01,January,01,Q01,2016,201601,201602,201601,201601,2016
2016-01-07,01-07-2016,04,07,01,02,01,106,01,January,01,Q01,2016,201601,201602,201601,201601,2016
2016-01-08,01-08-2016,05,08,02,02,01,106,01,January,01,Q01,2016,201601,201602,201601,201601,2016
2016-01-09,01-09-2016,06,09,02,02,01,106,01,January,01,Q01,2016,201601,201602,201601,201601,2016
2016-01-10,01-10-2016,07,10,02,03,01,106,01,January,01,Q01,2016,201601,201603,201601,201601,2016
2016-01-11,01-11-2016,01,11,02,03,02,106,01,January,01,Q01,2016,201601,201603,201601,201602,2016
2016-01-12,01-12-2016,02,12,02,03,02,106,01,January,01,Q01,2016,201601,201603,201601,201602,2016
2016-01-13,01-13-2016,03,13,02,03,02,107,01,January,01,Q01,2016,201601,201603,201601,201602,2016
2016-01-14,01-14-2016,04,14,02,03,02,107,01,January,01,Q01,2016,201601,201603,201601,201602,2016
2016-01-15,01-15-2016,05,15,03,03,02,107,01,January,01,Q01,2016,201601,201603,201601,201602,2016
2016-01-16,01-16-2016,06,16,03,03,02,107,01,January,01,Q01,2016,201601,201603,201601,201602,2016
2016-01-17,01-17-2016,07,17,03,04,02,107,01,January,01,Q01,2016,201601,201604,201601,201602,2016
2016-01-18,01-18-2016,01,18,03,04,03,107,01,January,01,Q01,2016,201601,201604,201601,201603,2016
2016-01-19,01-19-2016,02,19,03,04,03,107,01,January,01,Q01,2016,201601,201604,201601,201603,2016
2016-01-20,01-20-2016,03,20,03,04,03,108,01,January,01,Q01,2016,201601,201604,201601,201603,2016
2016-01-21,01-21-2016,04,21,03,04,03,108,01,January,01,Q01,2016,201601,201604,201601,201603,2016
2016-01-22,01-22-2016,05,22,04,04,03,108,01,January,01,Q01,2016,201601,201604,201601,201603,2016
2016-01-23,01-23-2016,06,23,04,04,03,108,01,January,01,Q01,2016,201601,201604,201601,201603,2016
2016-01-24,01-24-2016,07,24,04,05,03,108,01,January,01,Q01,2016,201601,201605,201601,201603,2016
